account_id,industry,employees,annual_revenue_m,account_tier,existing_customer,tech_stack_maturity,website_visits_30d,pricing_page_visits_30d,content_downloads_30d,competitor_page_visits_30d,decision_maker_engaged,num_stakeholders_engaged,days_since_last_visit,fit_score,intent_score,opportunity_created
ACC1777,Manufacturing,742,156.1,Mid-Market,0,2.5,3,2,0,1,1,3,2,25.8,43.6,0
ACC1778,Manufacturing,419,52.6,Mid-Market,0,5.8,9,2,2,1,0,3,7,33.9,43.6,1
ACC1779,Healthcare,446,80.5,Mid-Market,1,5.6,8,1,2,0,0,1,6,22.5,26.0,0
ACC1780,Manufacturing,258,52.3,Mid-Market,0,7.1,6,1,3,3,1,5,10,36.8,66.3,0
ACC1781,Healthcare,505,121.2,Mid-Market,1,3.8,7,1,0,1,0,2,0,17.0,26.8,0
ACC1782,Technology,9,2.1,SMB,0,2.0,7,4,2,0,1,1,17,39.8,52.4,0
ACC1783,Financial Services,166,27.8,Mid-Market,0,5.8,4,2,1,0,0,4,0,53.7,33.2,0
ACC1784,Technology,334,70.7,Mid-Market,0,6.1,15,2,1,0,1,4,6,56.2,61.6,1
ACC1785,Retail,54,9.5,SMB,0,8.5,15,1,2,1,0,1,12,39.6,38.7,0
ACC1786,Healthcare,404,70.3,Mid-Market,0,3.0,12,1,1,1,1,2,4,24.5,51.1,0
ACC1787,Financial Services,187,18.6,Mid-Market,0,7.8,11,4,1,0,0,2,24,60.5,39.9,0
ACC1788,Financial Services,2397,243.2,Enterprise,0,10.0,13,2,3,1,0,0,14,87.3,41.9,0
ACC1789,Education,1891,321.5,Enterprise,0,4.7,7,2,0,1,1,3,5,43.3,48.3,0
ACC1790,Technology,133,16.7,Mid-Market,0,2.9,6,1,2,0,0,1,2,43.8,24.6,0
ACC1791,Healthcare,201,16.8,Mid-Market,0,4.7,6,2,1,1,0,4,0,28.3,41.0,0
ACC1792,Healthcare,222,45.0,Mid-Market,0,5.5,4,3,2,1,0,2,16,31.2,35.7,0
ACC1793,Healthcare,136,11.6,Mid-Market,0,6.6,10,1,2,3,0,3,2,34.1,50.9,0
ACC1794,Technology,315,57.1,Mid-Market,0,4.3,3,2,2,1,0,1,3,50.1,30.5,0
ACC1795,Retail,91,15.6,SMB,0,8.6,10,1,4,0,1,3,0,40.3,59.5,1
ACC1796,Education,56,13.7,SMB,0,3.3,5,3,3,0,0,2,0,22.4,42.4,0
ACC1797,Healthcare,549,89.1,Mid-Market,0,2.0,4,3,1,3,0,2,2,22.5,47.0,0
ACC1798,Manufacturing,554,50.3,Mid-Market,0,7.7,6,2,1,0,0,1,20,41.4,19.5,0
ACC1799,Education,86,14.9,SMB,1,1.0,6,0,3,0,0,1,15,4.1,17.6,0
ACC1800,Manufacturing,783,174.6,Mid-Market,0,5.1,8,3,2,2,1,4,14,34.8,67.7,0
ACC1801,Technology,107,26.7,Mid-Market,0,10.0,13,5,1,2,0,1,17,67.1,58.2,0
ACC1802,Healthcare,340,52.1,Mid-Market,0,5.5,2,3,2,0,0,1,2,32.2,30.4,0
ACC1803,Healthcare,710,95.5,Mid-Market,1,3.3,11,1,2,3,0,0,38,17.2,29.6,0
ACC1804,Financial Services,234,54.8,Mid-Market,0,5.4,9,2,0,0,0,6,2,53.0,41.7,0
ACC1805,Manufacturing,441,49.6,Mid-Market,0,5.4,6,2,1,0,0,1,1,32.8,26.9,0
ACC1806,Education,125,23.1,Mid-Market,0,5.8,7,5,5,0,0,0,3,31.3,57.9,0
ACC1807,Education,189,28.2,Mid-Market,0,6.8,13,2,0,2,0,1,7,35.2,40.7,0
ACC1808,Financial Services,187,16.3,Mid-Market,1,3.4,7,1,1,0,0,0,1,34.9,19.6,0
ACC1809,Technology,92,12.8,SMB,0,8.9,6,3,1,0,0,1,13,63.3,28.1,0
ACC1810,Education,194,24.3,Mid-Market,0,6.0,6,3,1,0,0,4,4,32.6,40.4,1
ACC1811,Retail,32,6.3,SMB,1,7.0,7,1,4,0,0,4,8,23.4,40.3,0
ACC1812,Technology,129,31.1,Mid-Market,0,4.2,6,2,3,1,0,2,13,48.1,37.9,0
ACC1813,Education,168,21.1,Mid-Market,0,8.1,9,3,4,0,1,3,23,39.3,60.8,0
ACC1814,Retail,175,38.1,Mid-Market,0,5.0,7,1,1,1,0,2,17,29.1,24.1,0
ACC1815,Healthcare,178,15.9,Mid-Market,0,6.1,16,2,4,0,0,4,7,32.8,59.7,0
ACC1816,Healthcare,225,38.6,Mid-Market,0,3.6,1,3,2,1,1,2,47,24.9,33.9,0
ACC1817,Financial Services,456,41.9,Mid-Market,0,3.5,8,3,2,3,0,1,7,48.7,51.9,0
ACC1818,Technology,762,182.0,Mid-Market,0,6.9,7,2,3,0,1,1,7,62.6,48.5,1
ACC1819,Financial Services,105,22.1,Mid-Market,1,4.6,7,0,1,3,1,4,1,38.2,54.7,0
ACC1820,Retail,51,9.8,SMB,1,3.8,4,1,1,0,0,2,1,13.0,21.1,0
ACC1821,Technology,63,13.9,SMB,0,4.2,8,1,2,0,1,3,1,47.5,48.4,0
ACC1822,Financial Services,129,24.5,Mid-Market,0,6.9,9,2,1,0,0,2,8,57.0,31.5,0
ACC1823,Financial Services,154,37.7,Mid-Market,0,4.2,7,2,0,0,0,2,5,48.3,25.9,0
ACC1824,Healthcare,89,17.9,SMB,0,5.3,5,2,2,1,0,0,4,29.3,30.1,0
ACC1825,Retail,45,10.7,SMB,0,5.5,9,2,2,0,0,0,1,29.6,32.3,0
ACC1826,Financial Services,135,22.7,Mid-Market,0,1.7,8,3,2,1,0,1,4,39.9,43.3,0
ACC1827,Financial Services,309,30.9,Mid-Market,0,2.6,3,1,5,0,1,2,4,44.4,48.7,1
ACC1828,Manufacturing,530,90.0,Mid-Market,0,6.2,8,1,2,2,0,1,9,36.2,34.5,0
ACC1829,Financial Services,118,12.0,Mid-Market,1,4.0,9,4,3,1,0,2,4,36.3,57.5,0
ACC1830,Technology,143,25.8,Mid-Market,0,7.6,7,1,1,1,1,5,5,59.5,52.2,0
ACC1831,Financial Services,73,11.8,SMB,1,7.4,6,2,4,0,0,1,3,47.2,37.9,0
ACC1832,Technology,234,43.5,Mid-Market,0,6.9,7,2,2,1,0,3,1,58.0,43.0,0
ACC1833,Technology,81,6.6,SMB,1,9.1,11,1,3,2,1,3,3,52.9,65.7,1
ACC1834,Financial Services,515,58.3,Mid-Market,0,5.3,4,1,1,1,0,2,0,55.1,26.3,0
ACC1835,Financial Services,24,3.9,SMB,0,6.8,11,1,3,1,0,1,2,55.8,40.7,0
ACC1836,Retail,153,37.0,Mid-Market,0,4.3,11,3,5,0,0,1,3,26.6,54.9,0
ACC1837,Financial Services,361,52.4,Mid-Market,0,10.0,7,1,1,0,0,1,1,69.3,22.5,0
ACC1838,Healthcare,310,47.2,Mid-Market,0,9.5,13,2,3,1,0,1,10,45.2,46.3,0
ACC1839,Healthcare,8110,1634.2,Enterprise,0,5.5,5,1,0,0,0,5,3,73.3,26.6,0
ACC1840,Technology,385,70.3,Mid-Market,0,6.3,7,2,0,1,0,4,9,57.3,35.0,0
ACC1841,Manufacturing,66,8.6,SMB,0,8.2,10,3,2,0,1,2,10,38.7,56.6,0
ACC1842,Technology,216,32.4,Mid-Market,0,5.2,5,3,2,0,0,1,5,52.2,33.7,0
ACC1843,Education,24,2.8,SMB,0,4.2,6,3,1,0,0,3,5,25.1,37.1,0
ACC1844,Technology,220,53.7,Mid-Market,0,7.2,9,3,2,2,0,1,8,58.8,48.1,0
ACC1845,Financial Services,82,8.4,SMB,1,5.7,5,0,2,0,0,2,3,41.6,19.8,0
ACC1846,Technology,804,115.1,Mid-Market,0,5.9,10,1,3,1,0,1,0,59.7,40.0,1
ACC1847,Education,119,10.0,Mid-Market,1,3.8,9,1,1,0,0,3,10,13.6,27.8,0
ACC1848,Healthcare,210,24.7,Mid-Market,0,2.1,6,2,1,0,0,1,9,19.8,23.8,0
ACC1849,Healthcare,107,22.8,Mid-Market,0,6.0,7,2,3,1,0,4,6,31.8,47.9,0
ACC1850,Technology,2346,267.9,Enterprise,0,7.3,4,4,1,1,1,2,20,77.9,50.7,1
ACC1851,Manufacturing,161,15.1,Mid-Market,0,5.0,3,1,2,1,1,1,7,29.0,37.8,1
ACC1852,Technology,2650,425.7,Enterprise,0,8.4,4,2,0,2,0,1,3,84.2,29.1,0
ACC1853,Retail,705,57.6,Mid-Market,0,4.1,14,4,5,0,0,3,12,30.8,67.5,1
ACC1854,Technology,457,43.1,Mid-Market,0,3.4,4,3,1,0,0,1,32,48.4,17.8,0
ACC1855,Technology,395,85.8,Mid-Market,0,5.4,6,1,2,1,0,1,13,54.4,25.2,0
ACC1856,Technology,408,86.1,Mid-Market,0,5.3,7,3,0,1,0,1,23,54.2,26.6,0
ACC1857,Financial Services,19,4.5,SMB,0,7.0,7,2,1,1,0,3,1,56.4,39.1,1
ACC1858,Healthcare,170,38.3,Mid-Market,0,4.0,5,2,2,3,0,2,1,25.8,46.9,0
ACC1859,Technology,734,144.0,Mid-Market,0,8.2,6,3,1,1,0,2,1,66.7,40.6,0
ACC1860,Manufacturing,229,20.4,Mid-Market,0,9.4,8,1,2,0,0,0,12,44.1,20.7,0
ACC1861,Financial Services,39,8.3,SMB,0,5.4,6,2,3,1,0,2,4,51.3,41.4,1
ACC1862,Healthcare,228,51.0,Mid-Market,0,8.0,10,2,4,1,0,2,6,39.5,50.3,0
ACC1863,Financial Services,2242,483.9,Enterprise,0,3.4,10,2,2,0,0,2,3,64.1,38.8,0
ACC1864,Financial Services,1237,205.9,Enterprise,0,7.7,10,3,2,1,0,0,13,69.5,39.8,0
ACC1865,Healthcare,225,26.9,Mid-Market,0,7.6,14,3,1,2,0,3,18,38.1,53.5,0
ACC1866,Technology,842,188.4,Mid-Market,0,7.2,11,3,4,1,0,1,1,64.3,56.7,1
ACC1867,Technology,151,30.7,Mid-Market,0,5.5,5,2,1,1,0,3,2,52.6,35.8,0
ACC1868,Retail,26,6.4,SMB,0,1.0,8,1,1,1,0,2,4,14.6,30.6,0
ACC1869,Education,73,7.8,SMB,0,4.2,6,3,0,1,1,1,3,25.6,47.6,0
ACC1870,Financial Services,1866,220.9,Enterprise,0,4.2,8,2,1,0,0,2,7,63.4,30.4,1
ACC1871,Technology,171,19.8,Mid-Market,0,3.5,5,2,2,1,0,0,13,46.2,26.6,0
ACC1872,Healthcare,178,38.2,Mid-Market,1,5.7,6,1,4,2,0,1,15,20.4,37.1,0
ACC1873,Financial Services,165,18.4,Mid-Market,0,4.7,5,5,0,0,0,0,2,50.1,35.8,1
ACC1874,Technology,2908,265.6,Enterprise,0,3.9,7,6,3,0,0,0,1,71.6,56.7,1
ACC1875,Technology,2025,505.8,Enterprise,0,3.4,6,1,2,1,0,3,4,62.2,34.5,0
ACC1876,Manufacturing,4378,368.7,Enterprise,0,4.1,2,3,3,1,0,2,1,63.2,42.5,1
ACC1877,Manufacturing,198,44.0,Mid-Market,1,7.7,6,1,1,0,1,2,0,27.2,39.0,0
ACC1878,Technology,359,51.0,Mid-Market,0,4.2,5,1,0,2,0,2,2,50.1,28.0,0
ACC1879,Technology,34,7.6,SMB,1,4.5,6,1,4,0,1,2,5,37.2,48.8,0
ACC1880,Technology,1669,290.9,Enterprise,0,4.6,8,4,1,3,0,4,8,63.0,62.2,0
ACC1881,Manufacturing,53,12.4,SMB,0,6.2,12,1,0,0,0,3,12,32.0,27.5,0
ACC1882,Technology,324,76.9,Mid-Market,0,6.4,13,3,2,0,0,1,2,57.1,46.5,0
ACC1883,Technology,58,4.7,SMB,0,1.0,6,1,1,0,1,3,17,36.9,35.3,1
ACC1884,Manufacturing,113,10.5,Mid-Market,0,7.5,5,3,2,0,0,2,0,36.8,38.5,0
ACC1885,Technology,82,10.1,SMB,0,8.4,16,1,0,0,1,2,5,61.6,47.8,1
ACC1886,Manufacturing,111,21.5,Mid-Market,0,3.4,5,2,0,1,0,3,10,23.3,28.8,0
ACC1887,Technology,121,28.0,Mid-Market,1,3.6,12,4,1,2,1,3,3,35.0,76.9,1
ACC1888,Technology,119,18.8,Mid-Market,0,4.6,8,2,2,0,0,2,11,49.3,32.8,0
ACC1889,Technology,722,132.3,Mid-Market,0,4.0,4,3,3,0,0,6,20,52.7,44.9,0
ACC1890,Manufacturing,58,6.5,SMB,0,5.9,2,2,2,2,1,3,0,31.1,55.6,0
ACC1891,Retail,325,70.5,Mid-Market,0,1.6,5,3,0,1,1,2,7,19.2,47.5,0
ACC1892,Retail,1191,291.1,Enterprise,0,3.3,8,3,0,0,1,2,0,32.4,49.8,1
ACC1893,Financial Services,125,15.7,Mid-Market,0,8.6,5,2,1,1,0,1,3,62.6,29.6,1
ACC1894,Manufacturing,96,15.8,SMB,0,3.6,5,1,1,0,1,2,1,23.8,37.2,0
ACC1895,Technology,181,17.1,Mid-Market,0,8.0,11,1,2,0,0,1,9,61.1,29.2,0
ACC1896,Technology,1134,198.5,Enterprise,0,6.2,4,1,0,1,1,2,2,63.6,36.3,0
ACC1897,Retail,314,52.0,Mid-Market,0,1.9,3,3,2,1,0,0,3,20.1,33.5,0
ACC1898,Technology,122,12.8,Mid-Market,1,6.8,13,0,1,1,1,5,2,45.6,56.3,1
ACC1899,Technology,458,71.1,Mid-Market,0,5.3,1,1,4,1,0,2,2,54.6,32.9,0
ACC1900,Technology,58,7.9,SMB,0,4.6,9,2,4,0,0,0,2,48.8,39.7,0
ACC1901,Technology,593,100.0,Mid-Market,0,6.0,7,2,2,0,0,1,11,58.2,28.4,0
ACC1902,Technology,416,74.7,Mid-Market,0,6.4,4,1,1,2,0,1,31,57.9,16.2,0
ACC1903,Healthcare,163,13.3,Mid-Market,0,6.9,12,1,0,1,0,0,6,35.3,26.0,0
ACC1904,Financial Services,82,17.2,SMB,0,7.9,11,1,0,1,0,1,9,59.9,26.2,0
ACC1905,Retail,77,15.5,SMB,0,6.3,10,2,1,0,0,3,17,32.5,32.4,1
ACC1906,Retail,490,69.7,Mid-Market,0,2.7,9,1,3,1,1,6,6,24.3,65.5,1
ACC1907,Financial Services,1209,107.6,Enterprise,0,4.6,8,2,2,2,0,4,3,59.0,51.5,0
ACC1908,Technology,106,22.1,Mid-Market,0,10.0,10,2,4,1,0,2,30,67.1,41.0,0
ACC1909,Financial Services,444,107.6,Mid-Market,0,6.9,9,3,2,2,0,3,23,59.8,48.1,0
ACC1910,Healthcare,16,1.9,SMB,0,10.0,12,2,1,2,1,5,2,44.2,71.4,0
ACC1911,Technology,114,15.4,Mid-Market,0,8.3,9,3,4,1,0,1,12,61.5,49.5,1
ACC1912,Healthcare,235,26.1,Mid-Market,1,6.0,9,2,4,0,1,3,10,21.9,60.0,0
ACC1913,Financial Services,74,13.2,SMB,0,6.1,7,2,0,1,0,3,10,53.9,31.7,0
ACC1914,Healthcare,72,7.7,SMB,0,5.4,7,1,3,1,0,2,17,29.5,31.9,0
ACC1915,Financial Services,102,14.3,Mid-Market,0,2.0,3,3,0,2,1,2,11,40.6,47.9,1
ACC1916,Technology,357,70.9,Mid-Market,0,5.5,8,2,0,1,0,1,7,54.4,28.5,0
ACC1917,Education,191,33.5,Mid-Market,0,7.9,11,4,4,0,0,2,18,38.8,54.0,0
ACC1918,Manufacturing,13,1.9,SMB,1,4.3,6,1,2,1,0,0,3,14.3,26.1,0
ACC1919,Technology,15,2.3,SMB,1,6.3,10,0,1,1,1,2,11,43.0,39.6,0
ACC1920,Retail,111,19.5,Mid-Market,0,7.2,11,2,0,0,0,0,12,35.8,23.1,0
ACC1921,Financial Services,443,35.9,Mid-Market,0,3.7,9,3,4,0,1,2,20,49.2,59.0,0
ACC1922,Retail,6,0.6,SMB,0,4.6,6,4,1,0,0,2,63,26.3,17.4,0
ACC1923,Manufacturing,127,29.2,Mid-Market,0,3.5,6,1,2,1,0,0,8,23.7,24.2,0
ACC1924,Financial Services,123,11.5,Mid-Market,0,3.9,7,2,1,3,0,1,6,47.1,41.1,0
ACC1925,Technology,1487,297.6,Enterprise,0,2.9,6,1,0,2,0,3,9,55.8,29.7,0
ACC1926,Technology,148,35.0,Mid-Market,0,3.7,3,3,0,1,0,1,10,46.6,25.9,0
ACC1927,Healthcare,402,50.7,Mid-Market,0,8.3,11,2,2,0,0,0,12,42.0,30.9,0
ACC1928,Healthcare,294,42.0,Mid-Market,0,3.7,9,1,1,1,0,1,3,25.9,29.6,0
ACC1929,Technology,15,2.7,SMB,0,5.8,11,1,0,0,0,1,6,52.4,22.5,0
ACC1930,Technology,664,152.6,Mid-Market,0,4.5,2,1,0,0,0,1,4,53.8,10.1,0
ACC1931,Retail,323,77.6,Mid-Market,0,7.9,7,4,0,2,0,1,0,40.0,46.3,0
ACC1932,Education,473,97.3,Mid-Market,0,8.1,9,1,1,2,1,1,9,42.0,46.7,1
ACC1933,Healthcare,40300,3817.4,Enterprise,0,7.2,8,3,0,0,1,5,20,78.9,50.7,1
ACC1934,Technology,16,3.1,SMB,0,6.1,7,3,0,2,1,2,25,53.4,48.3,1
ACC1935,Technology,2303,344.9,Enterprise,0,5.0,7,1,1,1,0,3,7,69.9,30.9,0
ACC1936,Technology,168,26.9,Mid-Market,0,3.1,4,4,0,2,0,1,14,44.8,36.5,0
ACC1937,Retail,355,31.4,Mid-Market,1,9.4,5,1,0,0,0,1,12,34.2,11.4,0
ACC1938,Technology,230,25.9,Mid-Market,0,4.0,4,1,3,1,0,1,2,48.3,30.4,0
ACC1939,Healthcare,140,30.0,Mid-Market,0,6.8,12,1,1,1,1,6,0,34.8,64.4,0
ACC1940,Technology,116,18.2,Mid-Market,0,7.6,12,3,1,1,1,2,13,59.2,59.3,0
ACC1941,Healthcare,375,49.2,Mid-Market,1,4.4,5,1,2,1,0,3,3,17.9,33.5,0
ACC1942,Manufacturing,34,4.9,SMB,0,7.6,9,1,2,1,1,2,7,36.5,49.5,0
ACC1943,Retail,649,146.2,Mid-Market,1,7.0,8,3,2,0,0,2,7,28.9,40.2,0
ACC1944,Technology,142,29.4,Mid-Market,0,9.0,16,2,3,1,1,1,17,64.1,62.6,1
ACC1945,Technology,56,7.1,SMB,1,4.6,9,1,4,2,0,1,10,37.8,43.4,0
ACC1946,Technology,136,13.6,Mid-Market,0,2.9,5,3,0,0,0,2,18,43.9,23.7,0
ACC1947,Retail,1254,154.0,Enterprise,0,4.5,4,2,1,0,0,0,13,37.0,16.4,0
ACC1948,Retail,122,28.9,Mid-Market,1,5.9,5,1,2,0,1,1,86,20.6,5.0,0
ACC1949,Healthcare,389,69.6,Mid-Market,1,5.6,6,1,0,1,0,4,19,22.0,23.8,0
ACC1950,Healthcare,94,16.0,SMB,0,4.7,5,2,1,1,1,2,2,27.4,47.5,0
ACC1951,Manufacturing,655,118.8,Mid-Market,0,1.7,6,1,3,3,0,1,32,22.4,31.4,0
ACC1952,Technology,596,84.8,Mid-Market,0,6.4,10,4,0,1,1,2,4,59.5,61.9,1
ACC1953,Retail,2705,587.5,Enterprise,0,9.4,21,4,1,0,1,1,9,66.0,72.1,0
ACC1954,Financial Services,194,32.8,Mid-Market,0,6.4,14,3,3,0,0,1,28,56.0,41.8,0
ACC1955,Financial Services,583,58.2,Mid-Market,1,6.7,11,1,1,0,1,3,2,49.4,48.5,0
ACC1956,Healthcare,277,28.2,Mid-Market,0,6.6,7,2,1,1,0,0,19,35.3,23.3,0
ACC1957,Technology,1319,225.9,Enterprise,0,6.3,12,1,1,5,1,5,30,65.5,69.3,1
ACC1958,Technology,96,23.0,SMB,0,7.4,12,3,2,1,0,1,19,58.4,43.3,0
ACC1959,Manufacturing,644,85.3,Mid-Market,0,6.3,21,2,0,2,0,3,17,37.5,54.3,0
ACC1960,Technology,189,43.1,Mid-Market,0,4.9,3,1,0,0,0,1,3,51.0,12.0,0
ACC1961,Healthcare,225,47.2,Mid-Market,0,3.9,4,2,0,1,0,1,5,25.9,23.4,0
ACC1962,Technology,275,33.6,Mid-Market,0,5.0,7,3,2,1,0,2,14,52.0,40.9,0
ACC1963,Financial Services,339,29.2,Mid-Market,0,6.1,11,1,0,2,0,0,1,56.2,31.3,0
ACC1964,Technology,210,20.4,Mid-Market,0,4.9,7,3,1,4,1,1,21,51.1,60.6,0
ACC1965,Financial Services,323,65.8,Mid-Market,1,6.1,14,0,3,1,0,3,2,45.1,45.1,0
ACC1966,Manufacturing,1903,216.8,Enterprise,1,6.4,8,1,0,1,0,3,8,38.0,28.1,0
ACC1967,Technology,881,126.1,Mid-Market,0,7.2,15,2,2,1,1,1,1,64.7,63.5,1
ACC1968,Healthcare,757,125.1,Mid-Market,0,8.1,16,3,0,0,1,5,2,44.5,69.5,0
ACC1969,Financial Services,135,27.4,Mid-Market,0,5.7,9,2,3,3,0,1,8,53.1,51.0,0
ACC1970,Manufacturing,77,7.6,SMB,0,2.9,8,1,0,2,0,2,10,21.3,29.3,0
ACC1971,Education,847,126.3,Mid-Market,0,4.8,7,1,0,1,0,1,3,34.4,22.7,0
ACC1972,Manufacturing,764,124.1,Mid-Market,0,5.6,5,1,1,1,0,1,1,36.3,24.5,1
ACC1973,Technology,1659,285.2,Enterprise,0,1.8,9,3,2,1,0,2,7,53.7,46.5,0
ACC1974,Technology,111,24.3,Mid-Market,0,8.3,12,6,1,1,0,1,18,61.5,57.4,1
ACC1975,Technology,181,19.8,Mid-Market,0,5.8,8,2,1,1,0,0,2,53.9,31.4,0
ACC1976,Healthcare,29,6.3,SMB,1,6.3,10,0,5,1,0,1,11,21.1,37.7,1
ACC1977,Technology,146,28.9,Mid-Market,0,8.2,7,2,3,1,0,1,4,61.5,39.9,0
ACC1978,Financial Services,893,155.8,Mid-Market,1,4.2,6,1,2,1,0,4,28,43.8,28.1,0
ACC1979,Healthcare,133,26.5,Mid-Market,0,6.6,11,1,5,1,0,0,0,34.0,46.3,0
ACC1980,Financial Services,562,84.3,Mid-Market,0,5.3,11,1,1,0,1,6,0,55.6,58.0,0
ACC1981,Manufacturing,191,19.8,Mid-Market,0,5.1,8,2,0,1,1,2,1,29.6,48.4,0
ACC1982,Technology,372,71.9,Mid-Market,0,4.0,1,2,1,0,0,2,15,49.6,17.1,0
ACC1983,Technology,55,9.3,SMB,0,8.8,7,2,2,1,1,1,25,62.7,42.4,1
ACC1984,Manufacturing,273,51.5,Mid-Market,0,4.7,7,3,1,0,0,2,17,29.0,30.9,0
ACC1985,Financial Services,5,0.7,SMB,0,6.9,15,1,0,0,0,0,12,55.9,23.1,0
ACC1986,Manufacturing,191,44.7,Mid-Market,0,1.7,9,4,0,1,0,5,0,18.3,56.1,0
ACC1987,Financial Services,29,5.2,SMB,1,7.9,9,1,0,0,0,1,2,48.4,21.2,0
ACC1988,Technology,1173,110.9,Enterprise,0,7.6,13,3,0,0,1,2,27,68.6,46.5,1
ACC1989,Retail,672,105.1,Mid-Market,0,5.7,7,2,1,0,0,4,9,35.8,34.0,0
ACC1990,Manufacturing,448,93.4,Mid-Market,0,5.0,3,2,1,1,0,3,6,31.5,31.3,0
ACC1991,Manufacturing,1767,379.9,Enterprise,0,6.3,10,2,1,0,0,1,10,47.4,29.3,1
ACC1992,Technology,71,11.6,SMB,0,10.0,12,1,1,2,0,1,1,66.8,39.6,0
ACC1993,Healthcare,2372,550.6,Enterprise,0,2.0,4,1,2,2,0,3,22,38.6,29.5,1
ACC1994,Financial Services,822,103.2,Mid-Market,0,7.1,12,1,2,2,0,2,10,63.8,42.9,1
ACC1995,Technology,179,26.8,Mid-Market,0,3.7,6,1,2,1,0,2,6,46.9,30.8,0
ACC1996,Retail,1070,249.1,Enterprise,0,5.5,9,1,1,2,0,1,6,38.7,33.3,0
ACC1997,Technology,58,13.5,SMB,0,5.0,1,3,1,0,0,3,17,50.1,25.1,0
ACC1998,Education,83,16.3,SMB,1,4.6,5,2,0,1,0,0,3,15.9,22.7,0
ACC1999,Financial Services,110,24.9,Mid-Market,0,5.5,3,3,1,1,0,5,1,52.2,45.0,0
ACC2000,Technology,123,11.7,Mid-Market,0,3.2,9,2,1,1,0,2,2,44.7,38.7,0
ACC2001,Healthcare,61,13.8,SMB,1,7.6,20,0,1,0,0,6,0,25.7,50.7,0
ACC2002,Retail,1199,161.3,Enterprise,0,1.9,12,1,2,0,0,1,7,27.9,31.4,0
ACC2003,Manufacturing,174,19.2,Mid-Market,0,6.6,6,3,1,1,0,2,11,34.4,36.7,1
ACC2004,Retail,386,46.6,Mid-Market,0,4.8,7,2,1,0,0,1,27,30.3,18.2,0
ACC2005,Manufacturing,116,17.5,Mid-Market,0,3.2,4,2,1,1,0,4,13,22.6,33.0,0
ACC2006,Manufacturing,22,2.7,SMB,1,5.9,7,1,3,1,0,0,8,19.7,29.6,0
ACC2007,Retail,347,46.7,Mid-Market,0,2.4,5,4,0,0,0,1,19,22.0,26.2,0
ACC2008,Technology,20,2.1,SMB,0,5.6,3,2,1,1,0,3,22,51.8,25.1,0
ACC2009,Financial Services,223,29.1,Mid-Market,0,2.7,4,3,1,2,0,0,12,44.0,32.4,0
ACC2010,Technology,41,7.3,SMB,1,6.4,11,1,3,0,0,1,0,43.6,36.6,0
ACC2011,Education,3240,502.6,Enterprise,0,3.7,8,2,0,0,0,3,3,51.8,31.0,0
ACC2012,Education,800,111.2,Mid-Market,0,4.6,2,1,2,0,0,5,4,33.3,29.7,0
ACC2013,Technology,280,57.9,Mid-Market,1,6.1,12,0,3,1,0,1,59,44.7,14.0,0
ACC2014,Manufacturing,1264,293.1,Enterprise,0,4.0,4,1,4,0,0,2,6,35.4,30.8,0
ACC2015,Education,81,16.9,SMB,0,5.4,9,2,2,2,1,4,14,29.6,63.3,1
ACC2016,Technology,495,67.5,Mid-Market,0,2.5,7,1,4,0,1,3,16,45.7,48.9,0
ACC2017,Healthcare,317,65.5,Mid-Market,0,6.8,7,1,5,3,1,3,10,36.3,69.8,0
ACC2018,Retail,344,36.4,Mid-Market,0,9.0,7,4,1,2,1,2,0,43.8,67.8,0
ACC2019,Technology,1279,130.7,Enterprise,0,10.0,8,2,1,2,1,3,0,77.4,60.5,1
ACC2020,Manufacturing,634,88.0,Mid-Market,0,5.7,8,4,0,0,1,2,17,35.5,49.0,0
ACC2021,Technology,356,77.4,Mid-Market,0,7.1,6,1,3,1,0,6,13,59.7,43.7,0
ACC2022,Education,28,3.4,SMB,0,1.9,5,3,3,0,0,2,7,17.6,39.7,0
ACC2023,Education,70,6.4,SMB,0,8.5,8,1,3,2,0,1,2,39.8,41.2,0
ACC2024,Education,208,21.3,Mid-Market,0,7.1,6,4,0,0,0,3,0,36.3,41.0,0
ACC2025,Financial Services,276,62.4,Mid-Market,1,4.5,2,1,0,1,0,4,1,39.4,25.0,0
ACC2026,Retail,56,10.5,SMB,0,8.0,12,3,1,0,1,2,8,38.0,56.4,1
ACC2027,Retail,5626,692.2,Enterprise,1,5.0,9,0,2,0,1,2,7,60.6,38.7,0
ACC2028,Financial Services,1756,306.2,Enterprise,0,4.6,7,1,0,0,0,2,28,63.8,11.0,1
ACC2029,Retail,535,90.8,Mid-Market,0,6.5,8,3,1,0,0,0,31,37.2,21.1,0
ACC2030,Technology,268,51.3,Mid-Market,0,3.4,10,2,2,1,0,3,8,46.7,44.7,1
ACC2031,Healthcare,185,22.1,Mid-Market,0,7.5,10,3,1,0,0,2,18,37.5,34.9,0
ACC2032,Technology,70,15.9,SMB,0,3.4,4,4,1,1,0,1,16,44.9,34.7,0
ACC2033,Technology,270,35.8,Mid-Market,0,3.4,7,2,1,0,1,2,13,46.7,41.3,0
ACC2034,Technology,342,67.7,Mid-Market,1,3.7,6,2,2,1,1,2,5,37.3,51.7,1
ACC2035,Manufacturing,48,4.0,SMB,0,7.0,8,3,1,0,0,2,4,34.6,37.5,0
ACC2036,Financial Services,377,54.0,Mid-Market,0,4.3,2,1,0,0,0,4,3,50.6,19.3,0
